Rk,Gtm,Date,Team,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec),Starter,Starter ERA,Starter FIP,Starter WHIP,Starter H9,Starter HR9,Starter BB9,Starter SO9,Opp BatAge,Opp RpG,Opp BA,Opp OBP,Opp SLG,Opp OPS,Bullpen ERA,Bullpen WHIP,Bullpen SO9
213,51,Jun 2(2),NYY,,LAA,"W,2-1",9,2,1,1,0,1,6,0,2,2.83,32,130,79,0,0,0,0,29,1,0,0,0,0,0,0,2,Clint Vondrak,"J.Taillon (5-79-W), C.Holmes (5-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.9,3.85,0.233,0.297,0.39,0.687,2.97,1.188,9.1
214,52,Jun 3,NYY,,DET,"W,13-0",9,3,0,0,0,0,10,0,0,2.78,30,126,90,0,0,0,0,30,0,0,0,0,0,0,0,2,Ryan Additon,"G.Cole (5-82-W), M.Banuelos (99)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27.9,3.44,0.231,0.286,0.346,0.632,2.97,1.188,9.1
215,53,Jun 4,NYY,,DET,"W,3-0",9,1,0,0,0,1,12,0,0,2.73,28,111,73,0,0,0,1,27,0,0,0,0,0,0,0,3,Adrian Johnson,"L.Severino (5-84-W), M.King (6-H), C.Holmes (1-Sv)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,27.9,3.44,0.231,0.286,0.346,0.632,2.97,1.188,9.1
216,54,Jun 5,NYY,,DET,"W,5-4",10,8,4,4,0,2,10,0,0,2.74,38,151,101,1,1,0,0,36,3,0,0,0,0,0,1,5,Marvin Hudson,"J.Montgomery (4-59), C.Schmidt (2), M.Castro (4-BSv), W.Peralta (2), M.King (0-W)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,27.9,3.44,0.231,0.286,0.346,0.632,2.97,1.188,9.1
217,55,Jun 7,NYY,@,MIN,"W,10-4",9,12,4,4,0,1,7,1,1,2.77,40,155,109,2,0,0,0,36,2,0,0,0,2,0,1,4,Alex Tosi,"J.Taillon (4-30), L.Luetge (9-W), W.Peralta (1-H), R.Marinaccio (8)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,26.9,4.3,0.248,0.317,0.401,0.718,2.97,1.188,9.1
218,56,Jun 8,NYY,@,MIN,"L,1-8",8,11,8,8,0,3,7,2,0,2.87,37,157,102,2,2,0,0,34,3,0,0,0,0,0,0,3,Todd Tichenor,"N.Cortes (5-36-L), C.Schmidt (2), M.Banuelos (4)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,26.9,4.3,0.248,0.317,0.401,0.718,2.97,1.188,9.1
219,57,Jun 9,NYY,@,MIN,"W,10-7",9,9,7,7,0,4,8,5,0,2.94,39,155,93,1,0,0,0,35,1,0,0,0,0,0,0,6,John Libka,"G.Cole (5-14), L.Luetge (1), M.Castro (3-W), W.Peralta (1-H), M.King (3-H), C.Holmes (4-Sv)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,26.9,4.3,0.248,0.317,0.401,0.718,2.97,1.188,9.1
220,58,Jun 10,NYY,,CHC,"W,2-1",13,9,1,1,0,4,13,1,0,2.88,49,185,122,0,0,1,1,45,2,0,1,0,0,0,1,7,Pat Hoberg,"L.Severino (5-63), M.Castro (0), M.King (0), C.Holmes (0), C.Schmidt (1), W.Peralta (0), R.Marinaccio (2-W)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,27.9,4.06,0.238,0.311,0.387,0.698,2.97,1.188,9.1
221,59,Jun 11,NYY,,CHC,"W,8-0",9,5,0,0,0,1,7,0,1,2.83,35,125,81,0,0,0,0,32,0,0,0,1,0,2,0,3,Nick Mahrley,"J.Montgomery (5-72-W), R.Marinaccio (0), L.Luetge (1)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,27.9,4.06,0.238,0.311,0.387,0.698,2.97,1.188,9.1
222,60,Jun 12,NYY,,CHC,"W,18-4",9,12,4,4,0,1,9,1,0,2.85,38,154,97,0,0,0,0,37,2,2,0,0,0,0,2,3,,"J.Taillon (4-43-W), M.Castro (1), M.Banuelos (3-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.9,4.06,0.238,0.311,0.387,0.698,2.97,1.188,9.1
223,61,Jun 14,NYY,,TBR,"W,2-0",9,7,0,0,0,2,11,0,0,2.81,35,142,91,1,0,0,0,33,0,0,0,0,0,0,1,4,Malachi Moore,"G.Cole (4-68-W), W.Peralta (3-H), M.King (3-H), C.Holmes (3-Sv)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
224,62,Jun 15,NYY,,TBR,"W,4-3",9,7,3,3,0,3,8,0,1,2.81,38,155,105,4,2,0,0,34,4,0,0,0,0,0,0,5,Cory Blaser,"N.Cortes (6-59-W), W.Peralta (0-H), M.Castro (2-H), L.Luetge (3-H), C.Holmes (0-Sv)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
225,63,Jun 16,NYY,,TBR,"W,2-1",9,3,1,1,0,2,9,1,0,2.78,31,134,92,0,0,0,1,29,0,0,0,0,0,0,0,4,Mark Ripperger,"C.Schmidt (5-61), R.Weber (99), R.Marinaccio (4), M.King (1-W)",C.Schmidt,3.12,3.6,1.197,7.2,0.8,3.6,8.7,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
226,64,Jun 17,NYY,@,TOR,"W,12-3",9,5,3,3,0,3,6,1,1,2.79,36,148,85,1,0,0,0,32,1,0,0,0,0,0,0,4,Chris Guccione,"J.Montgomery (5-62-W), M.Banuelos (4), M.Castro (1), L.Luetge (1)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
227,65,Jun 18,NYY,@,TOR,"W,4-0",9,5,0,0,0,3,12,0,0,2.74,34,136,87,3,0,0,0,31,1,0,0,0,0,0,1,3,Ryan Additon,"J.Taillon (5-67-W), M.King (1-H), C.Holmes (2)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
228,66,Jun 19,NYY,@,TOR,"L,9-10",8,7,10,10,0,8,11,4,0,2.86,40,172,97,3,2,1,0,31,1,0,0,0,0,0,0,4,Ryan Wills,"L.Severino (8-46), M.Castro (1), W.Peralta (3-BL), R.Marinaccio (2)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,27.1,4.78,0.264,0.329,0.431,0.76,2.97,1.188,9.1
229,67,Jun 20,NYY,@,TBR,"W,4-2",9,3,2,2,0,5,14,0,0,2.84,36,159,98,1,1,0,0,31,1,0,0,0,0,0,0,3,Ryan Blakney,"G.Cole (5-81), C.Holmes (1-BSv), W.Peralta (0-W)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
230,68,Jun 21,NYY,@,TBR,"L,4-5",8,8,5,5,0,0,5,4,1,2.88,33,116,79,1,1,0,0,32,2,0,0,0,0,0,0,4,Marvin Hudson,"N.Cortes (5-38-L), C.Schmidt (4), R.Marinaccio (1), L.Luetge (3)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
231,69,Jun 22,NYY,@,TBR,"W,5-4",9,10,4,4,0,3,5,2,0,2.9,37,130,87,0,0,0,0,34,2,0,1,0,0,0,1,4,Junior Valentine,"J.Montgomery (4-38), C.Schmidt (0-W), M.King (3-H), C.Holmes (1-Sv)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
232,70,Jun 23,NYY,,HOU,"W,7-6",9,11,6,6,0,2,5,2,1,2.94,40,135,87,1,0,0,0,37,4,0,0,0,0,0,1,4,John Libka,"J.Taillon (4-28), L.Luetge (1), A.Abreu (10), M.Castro (3-W)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,29.3,4.55,0.248,0.319,0.424,0.743,2.97,1.188,9.1
233,71,Jun 24,NYY,,HOU,"L,1-3",9,5,3,3,0,3,10,1,1,2.94,35,128,80,2,0,0,0,31,2,0,0,0,0,0,1,4,Todd Tichenor,"L.Severino (4-55-L), R.Marinaccio (2), M.Castro (0), W.Peralta (3)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,29.3,4.55,0.248,0.319,0.424,0.743,2.97,1.188,9.1
234,72,Jun 25,NYY,,HOU,"L,0-3",9,8,3,3,0,5,10,2,0,2.94,38,150,93,0,0,1,0,33,1,0,0,0,0,0,1,3,Alex Tosi,"G.Cole (4-71-L), M.King (2), L.Luetge (1)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,29.3,4.55,0.248,0.319,0.424,0.743,2.97,1.188,9.1
235,73,Jun 26,NYY,,HOU,"W,6-3",10,6,3,3,0,5,14,1,0,2.94,41,174,112,0,0,3,1,36,1,0,1,0,0,1,0,5,Mike Muchlinski,"N.Cortes (4-50), M.Castro (1), W.Peralta (1), C.Holmes (3), M.King (0-W)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,29.3,4.55,0.248,0.319,0.424,0.743,2.97,1.188,9.1
236,74,Jun 27,NYY,,OAK,"W,9-5",9,6,5,5,0,2,10,0,1,2.97,37,132,89,0,0,1,0,34,2,0,0,0,0,1,0,2,Manny Gonzalez,"J.Montgomery (4-47), A.Abreu (3-W)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,28.3,3.51,0.216,0.281,0.346,0.626,2.97,1.188,9.1
237,75,Jun 28,NYY,,OAK,"W,2-1",9,6,1,0,1,3,7,0,0,2.93,34,140,87,2,0,2,1,30,1,0,0,0,0,0,1,5,Stu Scheurwater,"J.Sears (33-63-W), R.Marinaccio (3-H), W.Peralta (1-H), M.King (1-H), C.Holmes (1-Sv)",J.Sears,2.05,3.16,0.864,5.7,0.4,2,6.1,28.3,3.51,0.216,0.281,0.346,0.626,2.97,1.188,9.1
238,76,Jun 29,NYY,,OAK,"W,5-3",9,9,3,3,0,2,10,0,1,2.93,39,166,109,0,0,0,1,36,2,0,0,0,0,0,0,4,Clint Vondrak,"J.Taillon (5-45-W), L.Luetge (3-H), M.Castro (2-H), C.Holmes (0-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,28.3,3.51,0.216,0.281,0.346,0.626,2.97,1.188,9.1
239,77,Jun 30,NYY,@,HOU,"L,1-2",8,3,2,2,0,3,7,0,0,2.92,29,113,71,0,0,0,1,26,2,0,0,0,0,0,0,3,Brian Knight,"L.Severino (5-60-L), R.Marinaccio (1), A.Abreu (2)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,29.3,4.55,0.248,0.319,0.424,0.743,2.97,1.188,9.1
240,78,Jul 2(1),NYY,@,CLE,"W,13-4",9,5,4,4,0,7,8,2,0,2.93,38,176,103,3,2,1,1,31,1,0,0,0,0,0,0,5,John Bacon,"G.Cole (6-61-W), A.Chapman (40), R.Marinaccio (1), L.Luetge (2), R.Weber (15)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,25.9,4.31,0.254,0.316,0.383,0.699,2.97,1.188,9.1
241,79,Jul 2(2),NYY,@,CLE,"W,6-1",9,7,1,1,0,1,10,1,1,2.91,37,156,102,3,0,0,0,35,1,0,0,0,0,0,0,4,Rob Drake,"N.Cortes (5-68-W), M.King (3), W.Peralta (3), C.Holmes (2-Sv)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,25.9,4.31,0.254,0.316,0.383,0.699,2.97,1.188,9.1
242,80,Jul 3,NYY,@,CLE,"L,0-2",8,7,2,2,0,3,9,1,0,2.9,33,136,92,1,1,0,0,30,0,0,0,0,0,2,2,3,Will Little,"J.Montgomery (5-62-L), J.Sears (4), A.Abreu (2)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,25.9,4.31,0.254,0.316,0.383,0.699,2.97,1.188,9.1
243,81,Jul 5,NYY,@,PIT,"L,2-5",8,9,5,5,0,0,6,2,0,2.93,33,131,85,1,1,0,0,32,2,0,0,0,1,0,0,3,Lance Barksdale,"J.Taillon (5-41-L), L.Luetge (2), A.Chapman (2)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,26.3,3.65,0.222,0.291,0.364,0.655,2.97,1.188,9.1
244,82,Jul 6,NYY,@,PIT,"W,16-0",9,4,0,0,0,1,7,0,0,2.9,32,131,87,0,0,0,0,31,1,0,0,0,0,0,0,4,Nic Lentz,"L.Severino (5-67-W), W.Peralta (3), A.Chapman (0), A.Abreu (2)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,26.3,3.65,0.222,0.291,0.364,0.655,2.97,1.188,9.1
245,83,Jul 7,NYY,@,BOS,"W,6-5",9,5,5,5,0,4,11,2,0,2.92,35,133,83,0,0,0,0,31,1,0,0,0,0,0,1,4,Erich Bacchus,"G.Cole (4-46-W), W.Peralta (0-H), M.King (4-H), C.Holmes (4-Sv)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
246,84,Jul 8,NYY,@,BOS,"W,12-5",9,13,5,5,0,3,14,2,1,2.95,44,171,112,4,0,0,0,40,2,0,0,0,0,0,0,4,Chad Fairchild,"N.Cortes (5-31), M.Castro (8-W), A.Abreu (1), L.Luetge (2-Sv)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
247,85,Jul 9,NYY,@,BOS,"L,5-6",9.2,10,6,5,1,2,7,1,0,2.97,41,130,84,3,1,0,0,39,1,0,0,0,0,0,0,4,Jerry Layne,"J.Montgomery (5-54), M.King (1-H), C.Holmes (1-BSv), W.Peralta (1-BL)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
248,86,Jul 10,NYY,@,BOS,"L,6-11",8,11,11,9,2,4,7,3,0,3.04,41,152,97,1,1,0,0,35,2,0,0,1,1,1,0,4,Tripp Gibson,"J.Taillon (4-31), A.Chapman (3-L), M.Castro (1), A.Abreu (1)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
249,87,Jul 12,NYY,,CIN,"L,3-4",9,7,4,4,0,2,13,0,2,3.05,38,153,99,3,2,1,0,34,2,0,0,0,0,0,0,4,Chad Whitson,"G.Cole (4-79), M.King (2-H), C.Holmes (2-L), W.Peralta (2-BSv)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,29.4,4,0.235,0.304,0.372,0.676,2.97,1.188,9.1
250,88,Jul 13,NYY,,CIN,"W,7-6",10,10,6,6,0,5,11,3,0,3.08,43,166,107,1,0,0,1,37,2,0,0,0,1,1,1,7,Nick Mahrley,"L.Severino (6-31), J.Sears (9), A.Abreu (2), W.Peralta (0), A.Chapman (2), C.Holmes (0), M.King (0-W)",L.Severino,3.18,3.7,1,6.4,1.2,2.6,9.9,29.4,4,0.235,0.304,0.372,0.676,2.97,1.188,9.1
251,89,Jul 14,NYY,,CIN,"L,6-7",10,11,7,6,1,1,7,0,2,3.11,44,154,105,1,0,0,0,40,2,0,0,0,1,0,0,4,Jerry Layne,"N.Cortes (5-68), J.Loáisiga (52), A.Abreu (0), L.Luetge (5-L)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,29.4,4,0.235,0.304,0.372,0.676,2.97,1.188,9.1
252,90,Jul 15,NYY,,BOS,"L,4-5",11,9,5,4,1,2,11,3,0,3.11,43,176,124,0,0,0,0,41,1,0,1,0,0,0,1,5,D.J. Reyburn,"J.Montgomery (5-51), A.Chapman (1), W.Peralta (1), C.Holmes (1), M.King (1-L)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
253,91,Jul 16,NYY,,BOS,"W,14-1",9,3,1,1,0,1,6,1,0,3.09,31,113,76,0,0,0,0,30,1,0,0,0,0,0,0,2,John Libka,"J.Taillon (5-69-W), R.Weber (13-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
254,92,Jul 17,NYY,,BOS,"W,13-2",9,6,2,2,0,0,16,1,0,3.08,32,136,91,0,0,0,0,32,1,0,0,0,0,0,1,3,Jansen Visconti,"G.Cole (4-73-W), L.Luetge (2), J.Loáisiga (2)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
255,93,Jul 21(1),NYY,@,HOU,"L,2-3",8.2,10,3,3,0,2,10,0,0,3.08,36,124,87,1,0,0,0,34,2,0,1,0,0,0,2,3,Mark Ripperger,"J.Montgomery (5-58), A.Abreu (6), M.King (5-L)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,29.3,4.55,0.248,0.319,0.424,0.743,2.97,1.188,9.1
256,94,Jul 21(2),NYY,@,HOU,"L,5-7",8,7,7,7,0,1,5,3,2,3.13,36,127,79,0,0,1,0,32,2,0,0,0,0,1,0,4,Edwin Moscoso,"D.Germán (99-28-L), J.Sears (7), A.Chapman (5), J.Loáisiga (3)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,29.3,4.55,0.248,0.319,0.424,0.743,2.97,1.188,9.1
257,95,Jul 22,NYY,@,BAL,"W,7-6",9,9,6,6,0,5,9,1,0,3.16,40,173,108,3,0,0,0,35,3,0,0,0,0,0,1,6,Marty Foster,"J.Taillon (5-41), L.Luetge (4-W), J.Loáisiga (0), A.Chapman (0), M.King (0-H), C.Holmes (6-Sv)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27,4.16,0.236,0.305,0.39,0.695,2.97,1.188,9.1
258,96,Jul 23,NYY,@,BAL,"L,3-6",8,10,6,5,1,4,8,1,0,3.18,36,158,106,1,1,2,1,31,3,0,0,0,1,0,1,3,Ben May,"G.Cole (5-44-L), A.Abreu (1), S.Greene (68)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27,4.16,0.236,0.305,0.39,0.695,2.97,1.188,9.1
259,97,Jul 24,NYY,@,BAL,"W,6-0",9,8,0,0,0,2,10,0,0,3.15,37,150,100,0,0,0,0,35,1,0,0,0,0,0,0,2,Scott Barry,"N.Cortes (9-67-W), C.Schmidt (31-Sv)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27,4.16,0.236,0.305,0.39,0.695,2.97,1.188,9.1
260,98,Jul 26,NYY,@,NYM,"L,3-6",8,10,6,5,1,2,9,2,0,3.17,35,145,102,2,0,0,0,33,3,0,0,0,0,1,1,6,Brian Knight,"J.Montgomery (4-31-L), R.Marinaccio (23), J.Loáisiga (3), A.Chapman (3), W.Peralta (10), A.Abreu (2)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,29.7,4.77,0.259,0.332,0.412,0.744,2.97,1.188,9.1
261,99,Jul 27,NYY,@,NYM,"L,2-3",8.1,9,3,3,0,4,9,1,0,3.17,38,142,85,2,0,0,0,33,2,0,0,1,0,0,0,5,Doug Eddings,"D.Germán (5-51), L.Luetge (4), J.Loáisiga (0), C.Holmes (4), W.Peralta (0-L)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,29.7,4.77,0.259,0.332,0.412,0.744,2.97,1.188,9.1
262,100,Jul 28,NYY,,KCR,"W,1-0",9,4,0,0,0,4,12,0,0,3.14,35,146,88,0,0,0,0,31,1,1,0,0,0,1,1,3,Ramon De Jesus,"J.Taillon (5-70), R.Marinaccio (1), C.Holmes (0-W)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.1,3.95,0.244,0.306,0.38,0.686,2.97,1.188,9.1
263,101,Jul 29,NYY,,KCR,"W,11-5",9,9,5,5,0,1,13,1,0,3.16,37,144,99,0,0,0,0,36,1,0,0,0,0,0,0,4,Chris Guccione,"G.Cole (5-47), A.Chapman (2), A.Abreu (2-W), W.Peralta (1)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27.1,3.95,0.244,0.306,0.38,0.686,2.97,1.188,9.1
264,102,Jul 30,NYY,,KCR,"W,8-2",9,7,2,2,0,3,12,0,0,3.14,36,155,101,0,0,0,0,32,1,0,0,0,1,0,1,3,Jordan Baker,"N.Cortes (5-52-W), A.Chapman (0), C.Schmidt (5-Sv)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27.1,3.95,0.244,0.306,0.38,0.686,2.97,1.188,9.1
265,103,Jul 31,NYY,,KCR,"L,6-8",9,9,8,8,0,6,9,2,1,3.19,42,182,106,3,1,0,0,35,1,0,0,0,0,0,1,7,Mark Carlson,"J.Montgomery (4-42), A.Abreu (1), W.Peralta (1), J.Loáisiga (3), R.Marinaccio (2-H), C.Holmes (2-BL), L.Luetge (3)",J.Montgomery,3.69,3.91,1.099,8.1,1.2,1.8,7.6,27.1,3.95,0.244,0.306,0.38,0.686,2.97,1.188,9.1
266,104,Aug 1,NYY,,SEA,"W,7-2",9,7,2,2,0,3,3,1,0,3.18,36,142,91,0,0,0,0,33,1,0,0,0,0,1,2,5,Jeff Nelson,"D.Germán (4-45-W), R.Marinaccio (0), A.Chapman (1), J.Loáisiga (0), W.Peralta (0)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,27.5,4.26,0.23,0.315,0.39,0.704,2.97,1.188,9.1
267,105,Aug 2,NYY,,SEA,"L,6-8",9,8,8,7,1,4,8,3,0,3.22,39,166,97,4,2,1,0,34,1,0,0,0,1,1,0,5,Manny Gonzalez,"J.Taillon (4-40), L.Luetge (1-L), S.Effross (3), A.Abreu (1), L.Trivino (3)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.5,4.26,0.23,0.315,0.39,0.704,2.97,1.188,9.1
268,106,Aug 3,NYY,,SEA,"L,3-7",9,10,7,7,0,1,9,4,0,3.25,36,132,88,0,0,1,0,35,0,0,0,0,0,0,2,5,CB Bucknor,"G.Cole (4-41-L), W.Peralta (1), J.Loáisiga (1), R.Marinaccio (1), L.Trivino (0)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27.5,4.26,0.23,0.315,0.39,0.704,2.97,1.188,9.1
269,107,Aug 5,NYY,@,STL,"L,3-4",8,5,4,4,0,6,9,0,0,3.26,35,141,83,3,1,0,0,29,1,0,0,0,0,0,0,4,Jansen Visconti,"N.Cortes (5-58), A.Abreu (2-H), S.Effross (2-H), C.Holmes (4-BL)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,28.8,4.77,0.252,0.325,0.42,0.745,2.97,1.188,9.1
270,108,Aug 6,NYY,@,STL,"L,0-1",8,5,1,1,0,2,5,0,0,3.24,29,131,87,1,0,0,1,27,2,0,0,0,0,0,0,4,Vic Carapazza,"D.Germán (4-58-L), R.Marinaccio (2), L.Trivino (2), A.Chapman (4)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,28.8,4.77,0.252,0.325,0.42,0.745,2.97,1.188,9.1
271,109,Aug 7,NYY,@,STL,"L,9-12",8,11,12,12,0,8,7,2,1,3.33,44,173,102,4,2,0,0,34,3,0,0,0,1,0,0,6,Ed Hickox,"F.Montas (11-24), A.Abreu (1-L), J.Loáisiga (3), L.Trivino (0), W.Peralta (3), S.Effross (1)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,28.8,4.77,0.252,0.325,0.42,0.745,2.97,1.188,9.1
272,110,Aug 8,NYY,@,SEA,"W,9-4",9,6,4,4,0,3,8,2,1,3.34,37,147,94,0,0,0,0,33,0,0,0,0,0,0,0,3,Alfonso Márquez,"J.Taillon (5-62-W), A.Chapman (1), C.Holmes (2)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,27.5,4.26,0.23,0.315,0.39,0.704,2.97,1.188,9.1
273,111,Aug 9,NYY,@,SEA,"L,0-1",12.1,7,1,0,1,4,10,0,1,3.29,45,189,123,1,0,0,1,39,1,0,2,1,0,0,2,7,Ramon De Jesus,"G.Cole (5-77), A.Chapman (0), C.Holmes (0), S.Effross (1), W.Peralta (1), L.Trivino (1), J.Loáisiga (1-L)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27.5,4.26,0.23,0.315,0.39,0.704,2.97,1.188,9.1
274,112,Aug 10,NYY,@,SEA,"L,3-4",8,5,4,4,0,1,12,2,0,3.3,29,122,84,1,1,1,0,28,0,0,0,0,0,0,1,3,Lance Barrett,"N.Cortes (4-63), A.Abreu (2-BL), W.Peralta (0)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27.5,4.26,0.23,0.315,0.39,0.704,2.97,1.188,9.1
275,113,Aug 12,NYY,@,BOS,"L,2-3",9.1,8,3,2,1,4,8,0,0,3.29,37,145,95,2,0,0,0,33,2,0,0,0,0,0,3,6,Mark Carlson,"D.Germán (5-60), S.Effross (2-H), A.Chapman (2-H), C.Holmes (2-BSv), W.Peralta (1), L.Trivino (2-L)",D.Germán,3.61,4.44,1.161,8.1,1.4,2.4,7.2,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
276,114,Aug 13,NYY,@,BOS,"W,3-2",9,8,2,2,0,3,8,0,2,3.28,39,136,91,1,0,0,1,33,3,0,0,0,1,1,1,5,Jordan Baker,"F.Montas (5-51), L.Luetge (10), L.Trivino (0), A.Chapman (0-W), S.Effross (0-Sv)",F.Montas,6.35,4.93,1.538,10.4,1.4,3.4,7.5,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
277,115,Aug 14,NYY,@,BOS,"L,0-3",8,6,3,3,0,0,4,1,0,3.28,29,102,64,0,0,0,0,29,1,0,0,0,0,0,1,2,Ryan Additon,"J.Taillon (5-57-L), J.Loáisiga (4)",J.Taillon,3.91,3.94,1.128,8.5,1.3,1.6,7.7,28.8,4.54,0.258,0.321,0.409,0.731,2.97,1.188,9.1
278,116,Aug 15,NYY,,TBR,"L,0-4",9,7,4,4,0,4,10,0,1,3.29,38,172,108,2,2,0,0,33,1,1,0,0,0,0,0,4,D.J. Reyburn,"G.Cole (5-62-L), J.Loáisiga (0), W.Peralta (2), L.Trivino (1)",G.Cole,3.5,3.47,1.017,6.9,1.5,2.2,11.5,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
279,117,Aug 16,NYY,,TBR,"L,1-3",9,4,3,3,0,0,4,1,0,3.28,31,125,84,0,0,1,1,31,0,0,0,0,0,1,0,2,Charlie Ramos,"N.Cortes (5-60-L), A.Abreu (5)",N.Cortes,2.44,3.12,0.922,6.1,0.9,2.2,9.3,27,4.11,0.239,0.309,0.377,0.686,2.97,1.188,9.1
