Rk,Gtm,Date,Team,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,#,Umpire,Pitchers Used (Rest-GameScore-Dec),Starter,Starter ERA,Starter FIP,Starter WHIP,Starter H9,Starter HR9,Starter BB9,Starter SO9,Opp BatAge,Opp RpG,Opp BA,Opp OBP,Opp SLG,Opp OPS,Bullpen ERA,Bullpen WHIP,Bullpen SO9
412,88,Jul 12,TOR,,PHI,"W,4-3",9,7,3,3,0,0,14,1,0,4.08,35,136,102,0,0,1,0,35,0,0,0,0,0,0,0,4,Jeremie Rehak,"J.Berríos (5-61-W), T.Mayza (1-H), Y.Garcia (2-H), J.Romano (3-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,28.1,4.61,0.253,0.317,0.422,0.739,3.77,1.219,8.9
413,89,Jul 13,TOR,,PHI,"W,8-2",9,2,2,0,2,0,9,1,0,4.04,30,107,74,0,0,0,0,30,1,0,0,0,0,1,0,3,Nestor Ceja,"R.Stripling (4-75-W), T.Mayza (0), T.Richards (2)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,28.1,4.61,0.253,0.317,0.422,0.739,3.77,1.219,8.9
414,90,Jul 14,TOR,,KCR,"L,1-3",9,12,3,3,0,2,8,2,0,4.03,36,145,96,2,0,1,2,33,1,0,0,1,0,0,0,5,Todd Tichenor,"K.Gausman (11-54-L), D.Phelps (3), A.Cimber (3), A.Banda (6), S.Romo (5)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,27.1,3.95,0.244,0.306,0.38,0.686,3.77,1.219,8.9
415,91,Jul 15,TOR,,KCR,"W,8-1",9,5,1,1,0,0,10,0,2,3.99,34,119,83,0,0,1,0,32,1,0,0,0,0,0,0,3,Stu Scheurwater,"A.Manoah (5-71-W), T.Richards (1), A.Banda (0)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27.1,3.95,0.244,0.306,0.38,0.686,3.77,1.219,8.9
416,92,Jul 16,TOR,,KCR,"W,6-5",10,9,5,4,1,2,9,1,0,3.99,40,152,91,1,1,0,0,37,0,1,0,0,1,0,1,7,John Bacon,"M.Castillo (5-38), T.Richards (0), T.Mayza (2), D.Phelps (1), A.Cimber (1), Y.Garcia (3), J.Romano (3-W)",M.Castillo,3.05,4.42,0.968,6.5,1.7,2.2,8.7,27.1,3.95,0.244,0.306,0.38,0.686,3.77,1.219,8.9
417,93,Jul 17,TOR,,KCR,"W,4-2",9,7,2,2,0,1,11,1,0,3.97,32,114,79,2,0,0,1,31,0,0,0,0,0,0,1,3,Brian O'Nora,"J.Berríos (4-57), T.Mayza (0-W), J.Romano (0-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,27.1,3.95,0.244,0.306,0.38,0.686,3.77,1.219,8.9
418,94,Jul 22,TOR,@,BOS,"W,28-5",9,10,5,4,1,0,16,4,0,3.97,37,169,116,0,0,0,0,37,2,0,0,0,0,0,0,3,Doug Eddings,"K.Gausman (7-51-W), J.Beasley (25), A.Banda (6)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
419,95,Jul 23,TOR,@,BOS,"W,4-1",9,7,1,1,0,2,11,1,1,3.93,36,148,98,2,0,0,0,33,0,0,0,0,0,0,1,4,Roberto Ortiz,"A.Manoah (7-61-W), Y.Garcia (6-H), A.Cimber (6-H), J.Romano (5-Sv)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
420,96,Jul 24,TOR,@,BOS,"W,8-4",9,9,4,4,0,3,9,1,0,3.94,37,149,95,2,0,1,1,34,1,1,0,0,0,0,1,6,Bill Miller,"R.Stripling (10-44), T.Richards (7), D.Phelps (7), T.Mayza (6-W), Y.Garcia (0), A.Cimber (0)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
421,97,Jul 26,TOR,,STL,"W,10-3",9,8,3,3,0,5,9,1,0,3.93,39,149,95,2,0,0,0,34,0,0,0,0,0,0,0,5,Laz Diaz,"J.Berríos (8-48), T.Mayza (1-W), D.Phelps (1), M.Castillo (9), J.Beasley (3)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,28.8,4.77,0.252,0.325,0.42,0.745,3.77,1.219,8.9
422,98,Jul 27,TOR,,STL,"L,1-6",9,13,6,6,0,2,10,2,1,3.95,39,155,102,2,2,1,1,36,4,0,0,0,0,0,0,5,Brian O'Nora,"K.Gausman (4-33-L), T.Richards (2), J.Beasley (0), A.Banda (4), D.Phelps (0)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28.8,4.77,0.252,0.325,0.42,0.745,3.77,1.219,8.9
423,99,Jul 28,TOR,,DET,"W,5-3",9,4,3,2,1,3,6,2,0,3.93,35,126,83,2,0,0,0,31,2,0,0,0,1,1,0,5,Alfonso Márquez,"Y.Kikuchi (22-63-W), A.Cimber (3-H), T.Mayza (1-H), Y.Garcia (3-H), J.Romano (4-Sv)",Y.Kikuchi,5.19,5.62,1.5,8.3,2.1,5.2,11.1,27.9,3.44,0.231,0.286,0.346,0.632,3.77,1.219,8.9
424,100,Jul 29,TOR,,DET,"L,2-4",9,9,4,4,0,4,8,1,1,3.93,41,159,98,0,0,0,0,36,4,0,0,0,0,0,0,5,Ryan Additon,"A.Manoah (5-41-L), T.Mayza (0), D.Phelps (1), A.Banda (1), M.Castillo (2)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27.9,3.44,0.231,0.286,0.346,0.632,3.77,1.219,8.9
425,101,Jul 30,TOR,,DET,"W,5-3",9,10,3,3,0,2,10,0,2,3.92,39,128,87,5,1,0,0,34,2,0,0,0,1,0,1,5,Alex Tosi,"R.Stripling (5-50), A.Cimber (1), T.Richards (2-W), Y.Garcia (1-H), J.Romano (1-Sv)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,27.9,3.44,0.231,0.286,0.346,0.632,3.77,1.219,8.9
426,102,Jul 31,TOR,,DET,"W,4-1",9,3,1,1,0,1,8,1,0,3.89,31,107,76,0,0,0,0,30,1,0,0,0,0,0,0,3,Lance Barrett,"J.Berríos (4-72-W), T.Mayza (1-H), J.Romano (0-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,27.9,3.44,0.231,0.286,0.346,0.632,3.77,1.219,8.9
427,103,Aug 2,TOR,@,TBR,"W,3-1",9,2,1,1,0,1,11,1,1,3.86,30,112,83,0,0,0,0,28,0,0,0,0,0,0,1,2,Roberto Ortiz,"K.Gausman (5-89-W), J.Romano (1-Sv)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
428,104,Aug 3,TOR,@,TBR,"L,2-3",8,6,3,3,0,3,10,0,1,3.86,34,145,87,2,0,1,0,29,0,0,0,0,1,0,0,6,Bill Miller,"Y.Kikuchi (5-52), T.Thornton (28), A.Cimber (3-L), T.Mayza (2), D.Phelps (4), T.Richards (3)",Y.Kikuchi,5.19,5.62,1.5,8.3,2.1,5.2,11.1,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
429,105,Aug 4,TOR,@,MIN,"W,9-3",9,3,3,3,0,5,8,1,1,3.85,36,143,90,0,0,0,0,30,1,0,0,0,0,0,0,4,Alan Porter,"A.Manoah (5-61-W), T.Mayza (0-H), Y.Garcia (4), A.Bass (5)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,26.9,4.3,0.248,0.317,0.401,0.718,3.77,1.219,8.9
430,106,Aug 5,TOR,@,MIN,"L,5-6",9,11,6,5,1,4,6,2,0,3.86,43,152,100,3,0,0,0,39,3,0,1,0,0,1,2,7,Quinn Wolcott,"J.Berríos (4-28), T.Richards (1), Z.Pop (4), A.Cimber (1), D.Phelps (1), Y.Garcia (0), J.Romano (2-L)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,26.9,4.3,0.248,0.317,0.401,0.718,3.77,1.219,8.9
431,107,Aug 6,TOR,@,MIN,"L,3-7",8,11,7,7,0,4,5,1,0,3.89,40,164,101,4,1,2,0,35,5,1,0,1,0,0,0,6,Dan Merzel,"M.White (10-41-L), T.Mayza (1), A.Bass (1), Z.Pop (0), D.Phelps (0), A.Cimber (0)",M.White,7.74,3.76,1.744,12.3,0.6,3.3,6.5,26.9,4.3,0.248,0.317,0.401,0.718,3.77,1.219,8.9
432,108,Aug 7,TOR,@,MIN,"W,3-2",10,11,2,2,0,0,7,0,1,3.87,42,142,106,0,0,0,0,41,1,0,0,0,0,0,0,4,Marty Foster,"K.Gausman (4-65), A.Bass (0-H), Y.Garcia (1-H), J.Romano (1-BW)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,26.9,4.3,0.248,0.317,0.401,0.718,3.77,1.219,8.9
433,109,Aug 8,TOR,@,BAL,"L,4-7",8,9,7,7,0,4,5,4,0,3.9,33,116,74,1,0,0,1,29,0,0,0,0,0,0,3,3,Jordan Baker,"Y.Kikuchi (4-36-L), T.Thornton (4), T.Richards (2)",Y.Kikuchi,5.19,5.62,1.5,8.3,2.1,5.2,11.1,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
434,110,Aug 9,TOR,@,BAL,"L,5-6",8,12,6,6,0,2,8,1,1,3.93,38,130,91,0,0,0,0,34,3,0,0,0,1,1,1,5,Ryan Additon,"A.Manoah (4-43), Z.Pop (2), A.Bass (1-H), A.Cimber (2-H), Y.Garcia (1-BL)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
435,111,Aug 12,TOR,,CLE,"L,0-8",9,14,8,8,0,3,4,2,2,3.97,45,150,95,0,0,0,0,39,0,0,0,0,1,0,0,6,Charlie Ramos,"J.Berríos (6-13-L), Z.Pop (2), T.Richards (3), T.Thornton (3), A.Cimber (2), D.Phelps (5)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,25.9,4.31,0.254,0.316,0.383,0.699,3.77,1.219,8.9
436,112,Aug 13,TOR,,CLE,"W,2-1",9,6,1,1,0,4,7,0,0,3.94,37,152,99,4,0,2,0,33,1,0,0,0,0,0,0,6,Jim Reynolds,"M.White (6-54), Z.Pop (0), A.Cimber (0), A.Bass (3-W), Y.Garcia (3-H), J.Romano (5-Sv)",M.White,7.74,3.76,1.744,12.3,0.6,3.3,6.5,25.9,4.31,0.254,0.316,0.383,0.699,3.77,1.219,8.9
437,113,Aug 14,TOR,,CLE,"L,2-7",9,13,7,7,0,2,9,1,0,3.97,40,159,105,1,0,3,1,38,3,0,0,0,0,0,1,5,John Libka,"K.Gausman (6-30-L), D.Phelps (1), T.Richards (1), A.Bass (0), T.Thornton (1)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,25.9,4.31,0.254,0.316,0.383,0.699,3.77,1.219,8.9
438,114,Aug 15,TOR,,BAL,"L,3-7",9,8,7,4,3,6,8,1,0,3.97,40,166,101,2,1,0,0,32,2,0,0,0,2,1,1,5,Chris Segal,"Y.Kikuchi (6-34-L), T.Richards (0), T.Thornton (0), Z.Pop (1), A.Cimber (1)",Y.Kikuchi,5.19,5.62,1.5,8.3,2.1,5.2,11.1,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
439,115,Aug 16,TOR,,BAL,"L,2-4",9,7,4,4,0,5,8,2,0,3.97,40,147,94,2,1,1,0,35,0,0,0,0,0,1,0,4,Paul Emmel,"A.Manoah (6-48-L), A.Bass (1), A.Cimber (0), D.Phelps (1)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
440,116,Aug 17,TOR,,BAL,"W,6-1",9,4,1,1,0,0,10,0,0,3.94,31,105,79,1,0,0,0,31,0,0,0,0,0,0,0,4,Malachi Moore,"R.Stripling (17-78), Y.Garcia (3-W), Z.Pop (1), D.Phelps (0)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
441,117,Aug 18,TOR,@,NYY,"W,9-2",9,7,2,1,1,2,13,0,1,3.92,37,127,90,2,0,0,0,34,2,0,0,0,0,0,0,4,Bill Welke,"J.Berríos (5-64-W), A.Bass (1), Y.Kikuchi (2), J.Romano (4)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
442,118,Aug 19,TOR,@,NYY,"W,4-0",9,4,0,0,0,1,8,0,0,3.88,32,113,79,0,0,0,0,30,0,0,0,0,0,0,1,3,,"K.Gausman (4-75-W), Y.Garcia (1-H), J.Romano (0)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
443,119,Aug 20,TOR,@,NYY,"W,5-2",9,9,2,2,0,1,11,1,0,3.87,38,146,100,0,0,1,0,37,1,0,0,0,0,1,0,6,Gabe Morales,"M.White (6-49), A.Cimber (3-W), D.Phelps (2-H), A.Bass (1-H), Z.Pop (2-H), Y.Garcia (0-Sv)",M.White,7.74,3.76,1.744,12.3,0.6,3.3,6.5,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
444,120,Aug 21,TOR,@,NYY,"L,2-4",8,6,4,3,1,2,12,1,1,3.86,33,132,84,0,0,0,0,29,1,0,0,1,0,0,0,3,Andy Fletcher,"A.Manoah (4-64), A.Cimber (0-L), T.Richards (5)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,30.2,4.98,0.241,0.325,0.426,0.751,3.77,1.219,8.9
445,121,Aug 23,TOR,@,BOS,"W,9-3",9,9,3,3,0,4,11,0,1,3.85,41,150,95,5,0,0,0,36,1,0,0,0,0,0,0,4,Tripp Gibson,"R.Stripling (5-61-W), Y.Kikuchi (4), D.Phelps (2), T.Richards (1)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
446,122,Aug 24,TOR,@,BOS,"W,3-2",10,9,2,2,0,4,10,1,0,3.84,41,157,100,2,0,0,0,37,1,0,2,0,0,1,3,6,Laz Diaz,"J.Berríos (5-59), Y.Garcia (3), T.Mayza (17), A.Bass (3), A.Cimber (2-W), J.Romano (4-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
447,123,Aug 25,TOR,@,BOS,"W,6-5",10,15,5,4,1,2,14,0,1,3.83,46,182,122,2,0,3,0,42,3,1,1,0,1,1,2,6,Chad Fairchild,"K.Gausman (5-39), T.Richards (1-BSv), A.Bass (0), A.Cimber (0), T.Mayza (0), J.Romano (0-W)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28.8,4.54,0.258,0.321,0.409,0.731,3.77,1.219,8.9
448,124,Aug 26,TOR,,LAA,"L,0-12",9,13,12,12,0,4,11,4,1,3.9,46,159,106,0,0,1,0,41,1,1,0,0,0,0,0,3,Mike Muchlinski,"M.White (5-25-L), Y.Kikuchi (2), W.Merrifield (99)",M.White,7.74,3.76,1.744,12.3,0.6,3.3,6.5,27.9,3.85,0.233,0.297,0.39,0.687,3.77,1.219,8.9
449,125,Aug 27,TOR,,LAA,"L,0-2",9,6,2,2,0,4,11,1,1,3.88,37,155,101,0,0,0,0,32,1,0,0,0,0,1,1,3,Shane Livensparger,"A.Manoah (5-71-L), Y.Garcia (2), A.Bass (1)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27.9,3.85,0.233,0.297,0.39,0.687,3.77,1.219,8.9
450,126,Aug 28,TOR,,LAA,"L,3-8",9,13,8,7,1,2,10,4,0,3.91,43,150,103,4,1,1,0,41,1,0,0,0,0,1,0,6,John Libka,"R.Stripling (4-52-L), A.Cimber (2), T.Mayza (2), T.Richards (2), D.Phelps (4), Y.Kikuchi (1)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,27.9,3.85,0.233,0.297,0.39,0.687,3.77,1.219,8.9
451,127,Aug 29,TOR,,CHC,"W,5-4",11,14,4,4,0,2,7,0,0,3.9,44,168,116,2,2,2,1,42,2,0,1,0,0,0,0,6,Brian O'Nora,"J.Berríos (4-36), T.Mayza (0), A.Bass (1), A.Cimber (0), J.Romano (3), Y.Garcia (1-W)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,27.9,4.06,0.238,0.311,0.387,0.698,3.77,1.219,8.9
452,128,Aug 30,TOR,,CHC,"W,5-3",9,7,3,3,0,3,12,2,1,3.9,36,148,93,3,1,0,1,32,1,0,0,0,0,0,1,5,Chad Fairchild,"K.Gausman (4-62-W), D.Phelps (1-H), A.Bass (0-H), T.Richards (1-H), J.Romano (0-Sv)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,27.9,4.06,0.238,0.311,0.387,0.698,3.77,1.219,8.9
453,129,Aug 31,TOR,,CHC,"L,5-7",9,10,7,7,0,1,12,1,0,3.92,36,147,105,1,0,0,1,35,4,1,0,0,0,0,0,5,Nick Mahrley,"M.White (4-28-L), T.Richards (0), D.Phelps (0), Y.Garcia (1), T.Mayza (1)",M.White,7.74,3.76,1.744,12.3,0.6,3.3,6.5,27.9,4.06,0.238,0.311,0.387,0.698,3.77,1.219,8.9
454,130,Sep 2,TOR,@,PIT,"W,4-0",9,5,0,0,0,1,9,0,0,3.89,32,120,81,1,0,0,0,31,1,0,0,0,0,0,0,3,Mike Estabrook,"A.Manoah (5-73-W), T.Mayza (1-H), A.Cimber (3)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,26.3,3.65,0.222,0.291,0.364,0.655,3.77,1.219,8.9
455,131,Sep 3,TOR,@,PIT,"W,4-1",9,7,1,1,0,1,13,0,0,3.87,34,114,80,4,0,0,0,33,0,1,0,0,0,0,1,7,Ted Barrett,"T.Richards (2-57), Y.Kikuchi (5), Y.Garcia (2-W), A.Cimber (0-H), A.Bass (3-H), T.Mayza (0-H), J.Romano (3-Sv)",T.Richards,5.34,4.07,1.438,8,1.3,4.9,11.5,26.3,3.65,0.222,0.291,0.364,0.655,3.77,1.219,8.9
456,132,Sep 4,TOR,@,PIT,"W,4-3",9,5,3,3,0,3,13,1,1,3.86,36,150,100,0,0,1,0,32,2,0,0,0,0,0,0,4,Nestor Ceja,"R.Stripling (6-61-W), D.Phelps (3-H), A.Bass (0-H), J.Romano (0-Sv)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,26.3,3.65,0.222,0.291,0.364,0.655,3.77,1.219,8.9
457,133,Sep 5(1),TOR,@,BAL,"W,7-3",9,8,3,3,0,0,9,2,0,3.85,35,128,89,1,0,0,0,35,1,0,0,0,0,0,0,4,,"K.Gausman (5-58-W), T.Mayza (1-H), A.Cimber (1-H), Z.Pop (15)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
458,134,Sep 5(2),TOR,@,BAL,"W,8-4",9,10,4,3,1,2,3,2,0,3.85,39,136,84,3,1,0,0,36,1,0,0,0,0,0,1,4,,"J.Berríos (6-46-W), T.Richards (1), D.Phelps (0), J.Merryweather (83)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
459,135,Sep 6,TOR,@,BAL,"L,6-9",8,9,9,9,0,6,7,0,1,3.89,41,158,95,4,1,1,0,34,2,1,0,0,0,1,0,7,Jeff Nelson,"M.White (5-30-L), J.Merryweather (0), A.Bass (1), Y.Kikuchi (2), Y.Garcia (2), T.Richards (0), T.Mayza (0)",M.White,7.74,3.76,1.744,12.3,0.6,3.3,6.5,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
460,136,Sep 7,TOR,@,BAL,"W,4-1",9,3,1,1,0,1,7,0,0,3.87,31,111,78,0,0,0,0,30,2,0,0,0,0,0,0,2,Malachi Moore,"A.Manoah (4-76-W), J.Romano (2-Sv)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
461,137,Sep 9,TOR,@,TEX,"W,4-3",9,7,3,3,0,0,7,1,1,3.86,35,108,74,3,1,2,0,34,3,0,0,0,0,0,0,5,Will Little,"R.Stripling (4-62), A.Cimber (3-H), Y.Garcia (2-H), T.Mayza (2-BW), J.Romano (1-Sv)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,28,4.36,0.239,0.301,0.395,0.696,3.77,1.219,8.9
462,138,Sep 10,TOR,@,TEX,"W,11-7",9,13,7,7,0,1,13,2,1,3.89,41,163,116,2,0,2,0,39,2,0,0,0,0,0,1,5,Adam Beck,"K.Gausman (4-40-W), Z.Pop (4), A.Bass (3), A.Cimber (0), T.Mayza (0-Sv)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28,4.36,0.239,0.301,0.395,0.696,3.77,1.219,8.9
463,139,Sep 11,TOR,@,TEX,"L,1-4",8,9,4,4,0,2,10,2,1,3.89,36,144,95,7,0,2,0,33,2,0,0,0,0,0,0,6,Rob Drake,"T.Richards (4-41-L), D.Phelps (5), Y.Kikuchi (4), Z.Pop (0), J.Merryweather (4), A.Bass (0)",T.Richards,5.34,4.07,1.438,8,1.3,4.9,11.5,28,4.36,0.239,0.301,0.395,0.696,3.77,1.219,8.9
464,140,Sep 12,TOR,,TBR,"W,3-2",9,6,2,1,1,1,5,0,2,3.87,35,131,76,2,0,0,0,32,1,0,0,0,0,0,1,4,Brennan Miller,"J.Berríos (6-58), Y.Garcia (2), T.Mayza (1-W), J.Romano (2-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
465,141,Sep 13(1),TOR,,TBR,"L,2-4",9,9,4,4,0,0,4,0,0,3.87,35,119,85,0,0,1,0,34,1,0,0,0,1,0,1,3,Ramon De Jesus,"J.Merryweather (1-46-L), M.White (6), D.Phelps (1)",J.Merryweather,6.75,4.35,1.425,10.5,1.4,2.4,7.8,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
466,142,Sep 13(2),TOR,,TBR,"W,7-2",9,7,2,2,0,3,6,2,1,3.86,37,144,94,3,0,1,1,33,0,0,0,0,0,0,0,5,Dan Merzel,"A.Manoah (5-59), A.Bass (1-W), A.Cimber (2-H), J.Romano (0-H), Z.Pop (1)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
467,143,Sep 14,TOR,,TBR,"W,5-1",9,7,1,1,0,2,8,1,0,3.84,36,143,104,0,0,0,0,34,2,0,0,0,0,0,0,4,Lance Barrett,"R.Stripling (4-66-W), A.Cimber (0), Y.Garcia (1), A.Bass (0)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
468,144,Sep 15,TOR,,TBR,"L,0-11",9,11,11,11,0,4,7,2,1,3.89,42,167,110,2,2,1,1,37,2,0,0,0,0,0,0,4,Alfonso Márquez,"K.Gausman (4-51-L), Z.Pop (1), T.Richards (3), D.Phelps (1)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
469,145,Sep 16,TOR,,BAL,"W,6-3",9,5,3,3,0,2,11,2,0,3.88,33,127,84,0,0,0,0,31,0,1,0,0,0,0,1,7,Jeremie Rehak,"T.Richards (0-56), J.Merryweather (2), Y.Kikuchi (4-BW), T.Mayza (3-H), A.Cimber (1), A.Bass (1), Y.Garcia (1)",T.Richards,5.34,4.07,1.438,8,1.3,4.9,11.5,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
470,146,Sep 17,TOR,,BAL,"W,6-3",9,9,3,3,0,3,6,0,1,3.87,39,154,98,0,0,0,1,34,3,0,0,0,0,0,1,4,,"J.Berríos (4-51-W), T.Mayza (0), Y.Garcia (0), J.Romano (3-Sv)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
471,147,Sep 18,TOR,,BAL,"L,4-5",9,9,5,5,0,7,6,1,0,3.88,41,149,94,0,0,0,0,34,2,0,1,0,0,0,1,4,Mark Wegner,"A.Manoah (4-61), T.Richards (1-H), A.Cimber (1-H), J.Romano (0-BL)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27,4.16,0.236,0.305,0.39,0.695,3.77,1.219,8.9
472,148,Sep 20,TOR,@,PHI,"W,18-11",9,15,11,11,0,3,8,3,0,3.93,45,163,110,2,1,0,0,42,2,0,0,0,0,1,0,5,Jordan Baker,"R.Stripling (5-27), Z.Pop (4-W), T.Mayza (2), J.Merryweather (3), D.Phelps (4)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,28.1,4.61,0.253,0.317,0.422,0.739,3.77,1.219,8.9
473,149,Sep 21,TOR,@,PHI,"L,3-4",9.1,12,4,3,1,4,11,1,1,3.92,45,168,110,2,1,2,0,39,0,0,0,1,0,1,0,5,Chris Guccione,"K.Gausman (5-68), T.Mayza (0), Y.Garcia (3-H), J.Romano (2-BSv), A.Cimber (2-L)",K.Gausman,3.35,2.38,1.237,9.7,0.8,1.4,10.6,28.1,4.61,0.253,0.317,0.422,0.739,3.77,1.219,8.9
474,150,Sep 22,TOR,@,TBR,"L,5-10",8,12,10,10,0,5,8,1,0,3.97,41,182,115,1,1,1,0,36,4,0,0,0,0,0,0,5,Phil Cuzzi,"J.Berríos (4-18-L), T.Richards (3), Z.Pop (1), D.Phelps (1), F.Griffin (88)",J.Berríos,5.23,4.55,1.419,10.4,1.5,2.4,7.8,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
475,151,Sep 23,TOR,@,TBR,"L,6-10",8,11,10,7,3,6,4,1,0,3.99,40,153,93,2,2,0,1,33,3,0,1,0,1,1,0,5,Tom Hallion,"M.White (9-41), T.Mayza (1), A.Bass (6-BSv), A.Cimber (1), Y.Garcia (1-L)",M.White,7.74,3.76,1.744,12.3,0.6,3.3,6.5,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
476,152,Sep 24,TOR,@,TBR,"W,3-1",9,7,1,0,1,2,12,0,0,3.96,35,147,101,2,1,0,0,33,2,0,0,0,0,0,1,3,Cory Blaser,"A.Manoah (5-75-W), T.Mayza (0-H), J.Romano (2-Sv)",A.Manoah,2.24,3.35,0.992,6.6,0.7,2.3,8.2,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
477,153,Sep 25,TOR,@,TBR,"W,7-1",9,7,1,1,0,1,10,0,1,3.94,36,137,98,0,0,0,0,33,2,0,0,0,1,0,0,5,Mark Ripperger,"R.Stripling (4-54-W), Z.Pop (2-H), A.Cimber (1-H), T.Richards (2), Y.Kikuchi (8)",R.Stripling,3.01,3.11,1.02,7.8,0.8,1.3,7.4,27,4.11,0.239,0.309,0.377,0.686,3.77,1.219,8.9
